ID,City,lat,lon,Date,Temp Morning,Temp Day,Temp Evening,Temp Night,Temp Min,Temp Max,Feels Like Morning,Feels Like Day,Feels Like Evening,Feels Like Night,Humidity,Weather,Description,Wind Speed,Precipitation Probability,Precipitation Volume,Weather Score
1,Mont Saint Michel,48.6359541,-1.511459954959514,2024-04-22 12:00:00,4.08,11.21,8.49,7.26,2.84,11.48,1.02,9.82,5.46,5.23,55,Rain,light rain,7.06,0.2,0.1,10.47
1,Mont Saint Michel,48.6359541,-1.511459954959514,2024-04-23 12:00:00,5.95,9.13,9.3,5.71,4.14,9.9,5.95,6.42,7.05,3.66,77,Rain,light rain,5.64,0.2,0.15,8.885
1,Mont Saint Michel,48.6359541,-1.511459954959514,2024-04-24 12:00:00,5.5,11.28,8.47,5.12,4.11,11.46,4.72,10.32,6.1,3.05,71,Clouds,overcast clouds,6.49,0.0,0.0,11.46
1,Mont Saint Michel,48.6359541,-1.511459954959514,2024-04-25 12:00:00,3.52,11.63,10.03,7.39,2.39,11.91,1.79,10.34,9.31,5.48,57,Rain,light rain,4.09,0.78,0.58,7.952
1,Mont Saint Michel,48.6359541,-1.511459954959514,2024-04-26 12:00:00,6.15,12.5,11.58,10.45,6.02,12.5,2.58,11.66,10.73,9.56,71,Rain,light rain,7.55,0.36,0.38,10.661999999999999
1,Mont Saint Michel,48.6359541,-1.511459954959514,2024-04-27 12:00:00,8.04,11.68,10.93,8.38,8.04,12.42,5.88,11.04,10.22,4.6,82,Rain,moderate rain,10.09,1.0,17.05,5.715
1,Mont Saint Michel,48.6359541,-1.511459954959514,2024-04-28 12:00:00,7.69,11.82,10.99,7.81,7.69,13.41,4.28,11.02,10.26,5.74,75,Rain,light rain,7.8,1.0,3.51,8.059000000000001
1,Mont Saint Michel,48.6359541,-1.511459954959514,2024-04-29 12:00:00,7.71,13.55,12.99,9.51,6.85,13.64,5.34,12.66,12.25,7.49,65,Rain,light rain,4.0,0.2,0.21,12.619
2,St Malo,48.649518,-2.0260409,2024-04-22 12:00:00,7.27,10.49,7.9,7.36,6.75,10.68,3.84,9.14,4.44,4.7,59,Rain,light rain,7.38,0.23,0.11,9.519
2,St Malo,48.649518,-2.0260409,2024-04-23 12:00:00,6.94,9.56,9.57,8.94,6.75,10.1,6.28,7.7,6.56,6.84,70,Rain,light rain,7.43,0.84,0.5,5.85
2,St Malo,48.649518,-2.0260409,2024-04-24 12:00:00,7.98,11.19,9.66,7.18,7.18,11.19,7.5,10.11,7.33,5.3,67,Clouds,broken clouds,6.84,0.0,0.0,11.19
2,St Malo,48.649518,-2.0260409,2024-04-25 12:00:00,5.02,11.54,10.17,8.41,4.4,11.54,2.35,10.32,9.31,6.34,60,Rain,light rain,6.04,0.93,0.3,6.8599999999999985
2,St Malo,48.649518,-2.0260409,2024-04-26 12:00:00,7.63,10.22,11.6,10.22,7.03,12.86,4.17,9.57,10.83,9.54,87,Rain,light rain,8.1,1.0,2.49,7.611
2,St Malo,48.649518,-2.0260409,2024-04-27 12:00:00,8.35,7.99,10.64,8.92,7.99,11.71,6.03,3.57,9.85,4.72,87,Rain,moderate rain,10.3,1.0,17.17,4.993
2,St Malo,48.649518,-2.0260409,2024-04-28 12:00:00,7.81,13.52,10.87,8.77,7.81,13.52,3.95,12.47,10.1,5.89,59,Rain,light rain,9.79,1.0,2.58,8.262
2,St Malo,48.649518,-2.0260409,2024-04-29 12:00:00,8.27,12.92,12.91,10.17,7.67,12.92,5.41,11.99,12.19,9.54,66,Clouds,few clouds,5.9,0.0,0.0,12.92
3,Bayeux,49.2764624,-0.7024738,2024-04-22 12:00:00,6.59,9.81,7.58,6.95,5.92,9.81,3.01,7.11,5.02,4.88,63,Rain,light rain,7.16,1.0,0.7,4.74
3,Bayeux,49.2764624,-0.7024738,2024-04-23 12:00:00,5.69,8.75,8.06,5.43,5.1,9.01,5.69,6.64,5.58,2.82,69,Rain,light rain,4.3,0.2,0.25,7.984999999999999
3,Bayeux,49.2764624,-0.7024738,2024-04-24 12:00:00,6.54,6.5,7.36,3.94,3.94,8.79,5.57,6.5,6.31,3.94,90,Rain,light rain,4.55,0.97,2.1,3.7299999999999995
3,Bayeux,49.2764624,-0.7024738,2024-04-25 12:00:00,4.69,11.04,9.95,6.75,2.84,12.11,2.02,9.82,7.84,4.13,62,Rain,light rain,5.52,0.2,0.11,11.099
3,Bayeux,49.2764624,-0.7024738,2024-04-26 12:00:00,6.51,12.56,11.46,9.22,6.51,12.85,3.4,11.62,10.65,7.23,67,Rain,light rain,6.77,0.32,0.26,11.224
3,Bayeux,49.2764624,-0.7024738,2024-04-27 12:00:00,9.4,14.64,11.34,8.67,8.67,14.64,5.77,13.78,10.57,4.83,62,Rain,moderate rain,8.47,1.0,5.89,9.051
3,Bayeux,49.2764624,-0.7024738,2024-04-28 12:00:00,8.86,13.67,10.51,6.7,6.7,13.67,5.5,12.71,9.84,4.13,62,Rain,light rain,9.42,1.0,1.53,8.517
3,Bayeux,49.2764624,-0.7024738,2024-04-29 12:00:00,7.72,13.8,12.26,7.82,5.96,14.07,4.82,13.04,11.53,6.34,69,Rain,light rain,5.46,0.49,0.78,11.542000000000002
4,Le Havre,49.4938975,0.1079732,2024-04-22 11:00:00,6.17,8.82,8.98,5.83,5.83,9.12,2.62,5.4,6.01,2.81,66,Rain,light rain,7.31,0.65,1.3,5.739999999999999
4,Le Havre,49.4938975,0.1079732,2024-04-23 11:00:00,3.97,7.43,8.23,8.91,3.97,8.91,1.41,5.19,5.6,5.59,64,Rain,light rain,6.82,0.36,0.23,7.087000000000001
4,Le Havre,49.4938975,0.1079732,2024-04-24 11:00:00,8.08,8.31,8.41,7.42,6.92,8.6,4.65,5.23,6.02,5.7,77,Rain,light rain,7.33,0.71,0.8,4.97
4,Le Havre,49.4938975,0.1079732,2024-04-25 11:00:00,5.65,8.99,10.89,9.72,5.65,10.98,3.82,7.22,9.78,6.91,69,Rain,light rain,5.94,0.22,0.23,9.857000000000001
4,Le Havre,49.4938975,0.1079732,2024-04-26 11:00:00,8.33,12.26,12.48,11.18,8.33,13.11,4.88,11.24,11.64,10.39,65,Rain,light rain,7.47,0.2,0.16,12.094
4,Le Havre,49.4938975,0.1079732,2024-04-27 11:00:00,9.8,13.69,11.91,10.47,9.8,13.69,5.98,12.86,11.32,9.71,67,Rain,light rain,9.86,1.0,4.33,8.257
4,Le Havre,49.4938975,0.1079732,2024-04-28 11:00:00,8.94,12.82,11.74,10.26,8.94,12.82,4.68,11.93,11.03,9.53,68,Rain,light rain,10.77,1.0,1.68,7.652
4,Le Havre,49.4938975,0.1079732,2024-04-29 11:00:00,8.33,11.82,11.46,10.32,8.33,12.1,5.23,11.04,10.65,9.47,76,Clouds,scattered clouds,5.8,0.11,0.0,11.549999999999999
5,Rouen,49.4404591,1.0939658,2024-04-22 11:00:00,1.49,10.6,8.9,4.07,1.49,10.6,-2.05,9.02,5.88,1.13,50,Rain,light rain,6.7,1.0,0.67,5.5329999999999995
5,Rouen,49.4404591,1.0939658,2024-04-23 11:00:00,0.01,9.82,8.24,6.87,0.01,10.69,-3.08,7.76,5.19,4.34,52,Rain,light rain,5.49,0.42,0.26,8.564
5,Rouen,49.4404591,1.0939658,2024-04-24 11:00:00,3.07,5.76,8.09,2.49,2.28,8.64,-0.04,2.46,5.59,0.63,87,Rain,light rain,5.5,1.0,0.62,3.5780000000000007
5,Rouen,49.4404591,1.0939658,2024-04-25 11:00:00,0.46,10.2,11.11,5.75,0.46,11.67,0.46,8.79,10.05,3.56,58,Rain,light rain,3.66,0.2,0.15,10.655
5,Rouen,49.4404591,1.0939658,2024-04-26 11:00:00,5.12,13.15,11.49,8.87,3.95,13.15,2.87,12.06,10.65,7.2,59,Clouds,overcast clouds,5.66,0.0,0.0,13.15
5,Rouen,49.4404591,1.0939658,2024-04-27 11:00:00,9.17,11.06,11.43,9.71,8.17,12.52,6.01,10.57,10.95,6.42,90,Rain,light rain,7.81,1.0,8.01,6.718999999999999
5,Rouen,49.4404591,1.0939658,2024-04-28 11:00:00,7.49,14.39,11.39,7.45,7.45,14.39,4.03,13.45,10.73,5.64,60,Rain,light rain,7.56,1.0,1.29,9.261000000000001
5,Rouen,49.4404591,1.0939658,2024-04-29 11:00:00,6.23,15.04,12.79,7.9,4.92,15.04,4.82,14.24,12.16,7.9,63,Rain,light rain,4.6,0.31,0.69,13.420999999999998
6,Paris,48.8534951,2.3483915,2024-04-22 11:00:00,4.08,10.94,10.89,7.24,4.08,12.5,1.44,9.03,9.11,4.67,36,Clouds,broken clouds,5.64,0.0,0.0,12.5
6,Paris,48.8534951,2.3483915,2024-04-23 11:00:00,3.08,9.92,11.08,7.63,3.08,11.84,0.14,8.49,9.31,5.21,34,Clouds,scattered clouds,4.64,0.0,0.0,11.84
6,Paris,48.8534951,2.3483915,2024-04-24 11:00:00,5.88,8.42,9.73,6.81,5.86,9.88,3.34,5.53,7.28,4.97,53,Rain,light rain,5.67,0.21,0.43,8.787
6,Paris,48.8534951,2.3483915,2024-04-25 11:00:00,4.42,11.44,13.07,9.42,3.98,13.59,4.42,9.58,11.37,8.83,36,Clouds,broken clouds,3.77,0.0,0.0,13.59
6,Paris,48.8534951,2.3483915,2024-04-26 11:00:00,6.77,14.77,14.59,12.47,6.77,16.18,4.75,13.29,13.31,11.42,38,Clouds,broken clouds,3.82,0.0,0.0,16.18
6,Paris,48.8534951,2.3483915,2024-04-27 11:00:00,10.78,11.25,10.93,9.86,9.76,12.12,9.74,10.68,10.38,7.38,86,Rain,light rain,5.48,1.0,4.91,6.629
6,Paris,48.8534951,2.3483915,2024-04-28 11:00:00,8.45,16.43,14.02,11.4,8.45,16.43,6.16,15.25,12.97,10.55,43,Rain,light rain,5.4,0.23,0.24,15.256
6,Paris,48.8534951,2.3483915,2024-04-29 11:00:00,8.69,17.18,15.9,12.88,8.37,17.79,8.02,15.92,14.88,12.05,37,Clouds,few clouds,4.29,0.0,0.0,17.79
7,Amiens,49.8941708,2.2956951,2024-04-22 11:00:00,1.16,8.68,8.78,2.36,1.16,10.65,-1.85,6.09,5.6,-0.94,58,Rain,light rain,6.46,0.3,0.57,9.093
7,Amiens,49.8941708,2.2956951,2024-04-23 11:00:00,-0.94,9.15,8.19,5.66,-0.94,10.47,-4.05,6.93,5.07,2.15,49,Rain,light rain,6.59,0.62,0.16,7.354000000000001
7,Amiens,49.8941708,2.2956951,2024-04-24 11:00:00,4.53,6.69,7.45,2.58,2.58,8.33,0.51,2.74,4.03,-0.15,66,Rain,light rain,7.55,0.91,0.91,3.689
7,Amiens,49.8941708,2.2956951,2024-04-25 11:00:00,2.07,10.12,10.64,5.38,0.66,11.59,-0.01,8.52,9.48,2.79,51,Rain,light rain,4.16,0.2,0.13,10.577
7,Amiens,49.8941708,2.2956951,2024-04-26 11:00:00,5.65,12.78,11.68,8.46,4.26,12.97,2.36,11.68,10.73,6.71,60,Clouds,overcast clouds,5.92,0.0,0.0,12.97
7,Amiens,49.8941708,2.2956951,2024-04-27 11:00:00,8.9,10.32,10.92,9.53,7.92,10.92,6.1,9.78,10.39,6.46,91,Rain,light rain,7.85,1.0,3.41,5.579
7,Amiens,49.8941708,2.2956951,2024-04-28 11:00:00,7.7,13.88,11.95,7.94,7.7,14.37,4.54,12.97,11.24,5.97,63,Rain,light rain,7.36,0.35,0.51,12.568999999999999
7,Amiens,49.8941708,2.2956951,2024-04-29 11:00:00,6.82,15.66,11.67,7.08,5.44,15.66,5.62,14.8,10.96,5.57,58,Rain,light rain,4.47,1.0,1.08,10.552
8,Lille,50.6365654,3.0635282,2024-04-22 11:00:00,2.57,9.33,8.94,5.14,2.57,10.07,-0.16,7.23,6.03,1.89,52,Rain,light rain,6.32,0.7,0.47,6.523000000000001
8,Lille,50.6365654,3.0635282,2024-04-23 11:00:00,1.18,9.44,8.1,6.53,1.18,10.86,-1.46,7.96,5.24,3.29,43,Rain,light rain,5.76,1.0,0.24,5.835999999999999
8,Lille,50.6365654,3.0635282,2024-04-24 11:00:00,4.9,7.46,8.23,4.65,4.65,8.84,1.09,3.45,4.77,1.76,65,Rain,light rain,7.99,1.0,2.98,3.542
8,Lille,50.6365654,3.0635282,2024-04-25 11:00:00,4.49,9.9,10.6,7.2,3.89,11.72,1.65,8.29,9.23,5.01,47,Clouds,overcast clouds,4.88,0.0,0.0,11.72
8,Lille,50.6365654,3.0635282,2024-04-26 11:00:00,6.4,13.03,11.71,9.28,5.92,13.4,3.25,11.85,10.63,7.24,56,Rain,light rain,5.94,0.28,0.11,11.989
8,Lille,50.6365654,3.0635282,2024-04-27 11:00:00,9.24,10.87,11.07,10.3,7.65,11.99,6.93,10.02,10.43,9.74,77,Rain,light rain,6.53,0.56,0.3,9.16
8,Lille,50.6365654,3.0635282,2024-04-28 11:00:00,8.83,14.75,13.17,9.64,8.83,16.43,5.9,13.64,12.37,8.11,52,Rain,light rain,6.36,0.25,0.51,15.129
8,Lille,50.6365654,3.0635282,2024-04-29 11:00:00,8.18,16.14,13.97,9.08,7.28,17.33,7.11,15.04,13.15,7.59,47,Clouds,overcast clouds,3.76,0.0,0.0,17.33
9,Strasbourg,48.584614,7.7507127,2024-04-22 11:00:00,0.89,8.52,8.63,3.07,0.89,10.08,-3.6,5.57,6.66,0.61,54,Rain,light rain,5.77,1.0,1.09,4.971
9,Strasbourg,48.584614,7.7507127,2024-04-23 11:00:00,0.31,9.09,9.93,4.48,0.25,10.64,-3.21,6.61,9.45,2.93,49,Clear,clear sky,5.12,0.0,0.0,10.64
9,Strasbourg,48.584614,7.7507127,2024-04-24 11:00:00,2.48,7.25,6.58,4.16,1.83,8.57,0.76,4.59,3.38,1.34,68,Rain,light rain,5.92,1.0,4.88,3.0820000000000003
9,Strasbourg,48.584614,7.7507127,2024-04-25 11:00:00,3.12,7.69,9.23,5.18,3.12,9.77,-0.05,4.9,8.25,5.18,68,Rain,light rain,4.76,0.57,1.21,6.7989999999999995
9,Strasbourg,48.584614,7.7507127,2024-04-26 11:00:00,3.76,13.11,11.7,7.85,2.29,14.61,1.37,11.78,10.54,7.19,50,Clear,clear sky,2.78,0.0,0.0,14.61
9,Strasbourg,48.584614,7.7507127,2024-04-27 11:00:00,7.5,19.4,15.17,12.38,5.61,19.4,7.5,18.52,14.44,11.45,43,Clouds,few clouds,2.89,0.0,0.0,19.4
9,Strasbourg,48.584614,7.7507127,2024-04-28 11:00:00,10.89,11.74,12.76,10.77,10.77,14.96,10.23,11.14,12.13,10.3,83,Rain,light rain,2.49,0.65,1.32,11.578000000000001
9,Strasbourg,48.584614,7.7507127,2024-04-29 11:00:00,9.51,10.8,10.17,9.73,8.74,10.9,9.11,10.42,9.75,8.35,95,Rain,moderate rain,2.74,1.0,7.95,5.105
10,Chateau du Haut Koenigsbourg,48.2495226,7.3454923,2024-04-22 11:00:00,-0.14,4.0,4.68,0.56,-0.3,5.94,-3.11,-0.01,2.11,-2.25,74,Snow,snow,5.2,1.0,0.0,0.9400000000000004
10,Chateau du Haut Koenigsbourg,48.2495226,7.3454923,2024-04-23 11:00:00,-3.76,6.01,6.56,-0.02,-4.18,7.68,-6.99,3.26,5.41,-3.43,54,Clouds,few clouds,3.9,0.0,0.0,7.68
10,Chateau du Haut Koenigsbourg,48.2495226,7.3454923,2024-04-24 11:00:00,-1.0,3.64,3.48,0.74,-1.82,5.2,-3.34,0.85,0.23,-1.72,71,Snow,rain and snow,5.61,1.0,1.56,0.04400000000000015
10,Chateau du Haut Koenigsbourg,48.2495226,7.3454923,2024-04-25 11:00:00,0.28,5.11,6.17,1.26,0.06,7.08,0.28,2.79,4.9,-0.54,68,Snow,light snow,2.8,0.81,0.0,3.0299999999999994
10,Chateau du Haut Koenigsbourg,48.2495226,7.3454923,2024-04-26 11:00:00,1.9,12.29,8.71,4.67,-1.29,12.75,1.9,10.75,8.71,4.67,45,Clouds,few clouds,2.07,0.0,0.0,12.75
10,Chateau du Haut Koenigsbourg,48.2495226,7.3454923,2024-04-27 11:00:00,6.4,15.28,11.18,9.34,3.37,15.74,6.4,13.96,10.08,7.73,42,Clouds,broken clouds,2.98,0.0,0.0,15.74
10,Chateau du Haut Koenigsbourg,48.2495226,7.3454923,2024-04-28 11:00:00,7.87,8.59,9.44,7.96,7.87,12.13,7.87,8.59,9.44,6.87,93,Rain,light rain,1.94,1.0,7.68,6.362000000000001
10,Chateau du Haut Koenigsbourg,48.2495226,7.3454923,2024-04-29 11:00:00,7.85,8.25,7.44,7.21,6.15,8.3,7.85,8.25,7.44,7.21,95,Rain,moderate rain,1.18,1.0,8.64,2.436000000000001
11,Colmar,48.0777517,7.3579641,2024-04-22 11:00:00,1.97,6.83,7.77,3.99,1.97,8.79,-1.05,3.4,5.46,1.32,65,Snow,light snow,5.92,0.99,0.0,3.839999999999999
11,Colmar,48.0777517,7.3579641,2024-04-23 11:00:00,-0.31,9.15,9.3,3.08,-0.51,10.51,-3.41,6.82,8.0,0.47,49,Clouds,scattered clouds,4.7,0.0,0.0,10.51
11,Colmar,48.0777517,7.3579641,2024-04-24 11:00:00,1.34,8.03,6.53,2.89,1.16,9.12,-0.36,6.67,4.41,1.57,56,Rain,light rain,4.9,1.0,2.74,3.845999999999999
11,Colmar,48.0777517,7.3579641,2024-04-25 11:00:00,1.63,9.16,9.38,4.16,1.33,11.14,1.63,8.23,9.38,2.71,55,Rain,light rain,2.03,0.74,0.76,7.364000000000001
11,Colmar,48.0777517,7.3579641,2024-04-26 11:00:00,4.56,14.91,11.36,7.79,1.73,15.83,4.56,13.5,10.35,6.84,40,Clear,clear sky,3.37,0.0,0.0,15.83
11,Colmar,48.0777517,7.3579641,2024-04-27 11:00:00,9.19,17.7,14.08,12.35,6.26,18.48,9.19,16.67,13.19,11.26,44,Clouds,broken clouds,2.66,0.0,0.0,18.48
11,Colmar,48.0777517,7.3579641,2024-04-28 11:00:00,10.25,11.89,11.8,10.25,10.25,14.9,9.79,11.43,11.39,9.86,88,Rain,light rain,2.32,1.0,8.85,9.015
11,Colmar,48.0777517,7.3579641,2024-04-29 11:00:00,10.09,10.49,10.02,9.66,9.12,10.64,9.61,10.1,9.61,9.66,96,Rain,moderate rain,1.02,1.0,7.92,4.848000000000001
